Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.4,-3.4,4.3,2248,0.0,0.47,1.8
2020-01-02,-0.5,-4.6,4.4,4300,0.0,0.43,2.2
2020-01-03,4.0,0.6,7.0,1898,4.7,0.62,3.6
2020-01-04,3.8,1.0,5.4,1701,3.7,0.64,4.2
2020-01-05,0.9,-1.5,3.2,3489,0.0,0.53,2.1
2020-01-06,3.5,1.6,5.9,1779,0.0,0.66,2.2
2020-01-07,1.9,-1.2,4.4,2631,0.0,0.54,2.6
2020-01-08,5.5,2.3,8.0,1774,3.2,0.7,2.9
2020-01-09,8.0,6.4,10.0,1796,4.9,0.93,2.7
2020-01-10,9.3,5.4,10.8,2536,1.4,0.88,3.4
2020-01-11,4.2,1.7,6.3,2521,0.0,0.67,2.7
2020-01-12,3.1,0.6,5.6,4242,0.0,0.62,3.6
2020-01-13,5.2,0.5,7.4,2768,0.0,0.62,2.6
2020-01-14,6.0,1.4,9.7,2338,0.0,0.67,4.0
2020-01-15,8.1,4.4,13.3,3451,0.0,0.83,3.9
2020-01-16,5.3,1.0,10.2,5393,0.0,0.66,2.3
2020-01-17,3.9,1.2,8.4,5363,0.5,0.65,2.6
2020-01-18,4.5,1.0,6.4,2862,0.0,0.64,2.9
2020-01-19,2.8,-0.2,5.6,2219,0.0,0.59,1.9
2020-01-20,3.3,0.1,5.6,5124,0.0,0.6,1.9
2020-01-21,2.0,-0.2,6.4,5843,0.0,0.59,2.3
2020-01-22,4.4,2.5,6.2,2177,0.1,0.71,2.1
2020-01-23,3.4,-0.2,6.4,2470,0.0,0.59,1.8
2020-01-24,0.2,-2.6,3.4,5979,0.0,0.49,2.0
2020-01-25,0.5,-0.2,1.6,2293,0.0,0.58,1.9
2020-01-26,-0.6,-1.4,0.3,2333,0.0,0.53,1.9
2020-01-27,4.2,0.2,9.1,3608,1.4,0.62,2.9
2020-01-28,5.6,2.2,9.2,3666,9.6,0.7,4.5
2020-01-29,4.2,1.7,6.4,3012,1.3,0.67,4.4
2020-01-30,5.4,2.9,8.0,2508,4.5,0.73,4.1
2020-01-31,9.0,5.4,11.3,2780,0.2,0.87,4.6
2020-02-01,10.8,7.8,12.6,2603,6.0,1.03,4.5
2020-02-02,7.0,5.2,8.5,2651,3.1,0.86,3.9
2020-02-03,6.9,4.7,9.2,2760,4.6,0.83,3.7
2020-02-04,5.0,2.5,7.1,4110,3.4,0.7,4.1
2020-02-05,2.9,1.4,5.4,6868,0.0,0.65,3.0
2020-02-06,4.3,1.1,6.6,3100,0.3,0.65,2.3
2020-02-07,5.6,4.2,7.6,3035,0.0,0.79,1.9
2020-02-08,4.4,1.1,8.8,7866,0.0,0.65,2.3
2020-02-09,7.9,3.3,11.6,5974,7.4,0.77,5.2
2020-02-10,7.2,3.5,13.1,3590,4.8,0.79,7.0
2020-02-11,5.0,3.1,6.5,3719,0.1,0.74,6.6
2020-02-12,4.4,2.5,6.3,3264,0.0,0.71,5.6
2020-02-13,3.8,0.1,6.3,6423,0.1,0.6,3.3
2020-02-14,3.4,0.1,5.5,3522,0.5,0.6,2.5
2020-02-15,4.5,-0.2,9.8,5342,0.0,0.61,3.1
2020-02-16,10.8,7.0,16.9,3584,3.2,1.01,5.2
2020-02-17,9.7,6.2,16.9,3650,0.0,0.96,4.5
2020-02-18,6.7,3.5,8.6,5466,0.1,0.76,4.8
2020-02-19,4.9,3.2,7.1,4776,5.6,0.75,4.3
2020-02-20,5.4,1.1,7.5,6289,6.1,0.65,3.7
2020-02-21,5.9,3.9,7.7,4141,0.1,0.78,4.6
2020-02-22,8.1,5.5,11.8,4214,1.0,0.88,5.3
2020-02-23,6.5,4.0,8.3,3917,17.9,0.79,5.6
2020-02-24,5.4,4.0,7.2,4362,6.8,0.79,3.8
2020-02-25,7.7,1.1,10.0,6182,1.4,0.66,4.7
2020-02-26,3.0,1.8,4.6,4514,6.8,0.67,3.8
2020-02-27,3.1,0.6,6.0,5134,1.0,0.62,3.1
2020-02-28,2.9,-0.5,7.5,6706,0.5,0.59,3.7
2020-02-29,5.7,1.7,9.7,5460,1.4,0.68,4.1
2020-03-01,6.2,2.7,11.1,8669,2.3,0.73,4.1
2020-03-02,5.1,1.9,7.8,4502,0.1,0.69,2.6
2020-03-03,4.1,2.2,5.4,4578,5.6,0.69,2.7
2020-03-04,3.7,0.4,8.3,10106,0.4,0.62,2.3
2020-03-05,4.5,0.2,9.9,10490,0.5,0.63,2.6
2020-03-06,5.2,3.0,7.0,4810,2.8,0.73,3.9
2020-03-07,4.6,0.5,6.6,4889,0.5,0.62,3.1
2020-03-08,4.9,-1.2,9.9,9266,0.0,0.57,3.1
2020-03-09,6.0,3.5,8.9,5047,1.3,0.76,2.6
2020-03-10,5.8,1.4,10.2,6616,9.3,0.67,4.5
2020-03-11,9.4,6.2,13.1,12725,2.9,0.93,4.4
2020-03-12,9.2,2.9,14.2,8233,1.8,0.77,5.3
2020-03-13,5.8,2.1,9.6,8702,0.2,0.7,4.6
2020-03-14,2.4,-2.0,7.7,15267,0.0,0.53,1.9
2020-03-15,4.7,-1.6,10.8,13785,0.0,0.56,3.2
2020-03-16,7.9,1.6,16.0,14124,0.0,0.73,2.0
2020-03-17,7.6,0.1,16.0,11200,0.0,0.66,2.0
2020-03-18,10.1,3.4,17.2,15281,0.0,0.81,2.4
2020-03-19,9.5,7.1,14.4,6904,0.0,0.99,1.5
2020-03-20,7.3,4.7,9.6,5942,0.2,0.83,2.3
2020-03-21,3.8,0.0,7.5,13160,0.0,0.6,4.0
2020-03-22,1.1,-4.4,6.1,17187,0.0,0.45,3.8
2020-03-23,0.3,-6.6,6.0,17454,0.0,0.39,3.1
2020-03-24,1.4,-6.5,8.1,17622,0.0,0.4,2.9
2020-03-25,2.7,-4.6,10.5,17790,0.0,0.47,3.3
2020-03-26,4.7,-2.2,11.7,16254,0.0,0.55,3.4
2020-03-27,8.4,1.4,15.6,17416,0.0,0.71,2.9
2020-03-28,5.1,-1.7,14.5,13919,0.0,0.58,2.6
2020-03-29,2.1,-4.6,5.7,7097,0.2,0.44,4.0
2020-03-30,-0.1,-6.5,5.7,12331,0.0,0.39,2.7
2020-03-31,0.5,-4.4,5.4,12139,0.0,0.44,2.1
2020-04-01,3.7,-4.6,10.6,17159,0.0,0.47,2.3
2020-04-02,6.3,2.3,10.5,9116,0.0,0.72,2.9
2020-04-03,6.5,-0.8,11.6,15021,0.0,0.59,3.0
2020-04-04,6.3,0.3,12.7,17277,0.0,0.65,1.7
2020-04-05,8.4,-1.5,16.8,20412,0.0,0.62,2.9
2020-04-06,12.7,1.6,23.1,20461,0.0,0.79,2.4
2020-04-07,13.3,4.3,20.0,20508,0.0,0.89,2.0
2020-04-08,12.2,0.8,22.6,20769,0.0,0.76,1.7
2020-04-09,10.6,1.7,19.0,17750,0.0,0.75,2.0
2020-04-10,8.0,-1.2,16.1,20630,0.0,0.62,1.8
2020-04-11,7.7,-1.1,15.6,21439,0.0,0.62,1.5
