Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,-0.8,-4.7,3.8,3114,0.0,0.43,1.8
2020-01-02,-1.1,-4.8,3.5,3899,0.0,0.42,2.2
2020-01-03,5.2,2.5,7.2,1496,3.5,0.71,3.6
2020-01-04,4.1,1.4,6.0,1726,4.4,0.65,4.2
2020-01-05,1.9,-2.7,4.9,1656,0.3,0.49,2.1
2020-01-06,4.6,0.5,7.4,2241,0.1,0.62,2.2
2020-01-07,3.5,-1.0,6.7,1562,0.1,0.56,2.6
2020-01-08,7.7,5.5,8.9,1581,1.2,0.87,2.9
2020-01-09,9.1,7.9,11.1,1601,5.1,1.03,2.7
2020-01-10,8.8,4.2,11.2,2568,0.4,0.81,3.4
2020-01-11,4.5,2.8,5.7,3235,0.0,0.72,2.7
2020-01-12,5.5,3.8,8.1,2081,0.3,0.77,3.6
2020-01-13,5.3,2.1,8.1,2295,0.2,0.69,2.6
2020-01-14,8.1,2.4,11.1,1859,0.8,0.73,4.0
2020-01-15,11.9,8.2,14.4,3825,0.2,1.06,3.9
2020-01-16,5.5,2.3,9.5,4544,0.0,0.71,2.3
2020-01-17,5.1,2.4,8.8,4554,1.0,0.71,2.6
2020-01-18,5.4,2.7,7.7,2125,0.0,0.72,2.9
2020-01-19,2.1,-2.7,6.2,3295,0.0,0.5,1.9
2020-01-20,1.8,-3.0,4.5,2745,0.0,0.49,1.9
2020-01-21,2.9,0.5,5.5,4657,0.0,0.61,2.3
2020-01-22,5.3,3.8,7.2,2117,0.0,0.77,2.1
2020-01-23,3.9,0.2,6.0,1999,0.0,0.61,1.8
2020-01-24,0.4,-2.2,3.2,3240,0.2,0.5,2.0
2020-01-25,1.7,0.8,2.7,2074,0.0,0.63,1.9
2020-01-26,0.6,-0.4,1.4,2113,0.0,0.57,1.9
2020-01-27,3.7,-0.2,6.8,2153,8.6,0.59,2.9
2020-01-28,5.2,3.0,7.1,2470,3.9,0.73,4.5
2020-01-29,4.5,2.7,6.7,2627,5.4,0.72,4.4
2020-01-30,6.2,3.1,7.8,2280,1.5,0.74,4.1
2020-01-31,10.0,7.7,11.6,2553,0.4,1.02,4.6
2020-02-01,10.7,7.3,12.3,2371,1.1,0.99,4.5
2020-02-02,6.5,5.3,8.7,2417,5.4,0.86,3.9
2020-02-03,6.8,4.5,9.3,2465,2.5,0.82,3.7
2020-02-04,4.4,2.9,6.2,4198,1.1,0.72,4.1
2020-02-05,2.9,0.1,5.5,6950,0.0,0.6,3.0
2020-02-06,4.7,2.9,7.2,2800,0.0,0.72,2.3
2020-02-07,5.2,4.7,5.8,2667,0.0,0.82,1.9
2020-02-08,4.5,0.0,8.4,6392,0.0,0.61,2.3
2020-02-09,9.4,4.2,13.6,3801,10.3,0.82,5.2
2020-02-10,6.1,2.5,9.1,3414,9.4,0.72,7.0
2020-02-11,3.9,1.7,6.4,3018,0.2,0.67,6.6
2020-02-12,4.0,2.1,6.9,3809,0.2,0.69,5.6
2020-02-13,2.6,-0.1,5.0,3541,5.3,0.59,3.3
2020-02-14,3.6,2.3,5.8,3061,0.5,0.7,2.5
2020-02-15,5.8,2.5,10.7,6096,0.0,0.73,3.1
2020-02-16,12.0,7.4,16.8,3252,3.4,1.03,5.2
2020-02-17,8.4,6.4,10.9,6152,1.3,0.93,4.5
2020-02-18,6.2,4.2,8.6,5318,1.0,0.8,4.8
2020-02-19,5.3,2.8,8.0,5261,3.1,0.73,4.3
2020-02-20,4.7,0.1,9.0,3803,6.2,0.62,3.7
2020-02-21,5.6,3.2,7.7,4618,0.3,0.75,4.6
2020-02-22,8.3,6.8,10.9,3869,1.8,0.95,5.3
2020-02-23,5.6,3.0,7.8,3635,10.9,0.74,5.6
2020-02-24,4.7,3.1,8.9,4089,13.2,0.74,3.8
2020-02-25,6.9,3.1,9.7,8301,0.0,0.75,4.7
2020-02-26,3.0,0.5,6.4,4552,1.0,0.61,3.8
2020-02-27,2.3,-0.3,5.4,4311,0.0,0.58,3.1
2020-02-28,3.7,-0.1,7.9,7054,6.2,0.6,3.7
2020-02-29,6.5,1.0,11.9,6588,2.8,0.67,4.1
2020-03-01,6.3,3.4,9.9,8259,6.4,0.76,4.1
2020-03-02,6.1,4.3,9.7,7876,0.6,0.8,2.6
2020-03-03,4.5,-0.5,7.2,4696,0.9,0.58,2.7
2020-03-04,2.9,-1.3,7.8,6653,0.0,0.56,2.3
2020-03-05,4.8,-1.6,10.1,9426,1.0,0.56,2.6
2020-03-06,3.6,2.2,5.8,4499,9.5,0.69,3.9
2020-03-07,4.2,0.2,8.6,8185,0.1,0.62,3.1
2020-03-08,6.4,0.4,11.4,5541,1.1,0.64,3.1
2020-03-09,7.5,2.4,11.7,6615,1.3,0.72,2.6
2020-03-10,6.7,2.2,11.0,4806,9.1,0.71,4.5
2020-03-11,9.6,6.1,13.2,11206,7.0,0.92,4.4
2020-03-12,8.6,2.9,11.1,9680,1.0,0.75,5.3
2020-03-13,5.6,1.7,8.8,7655,1.6,0.67,4.6
2020-03-14,2.8,-2.9,7.8,15111,0.0,0.5,1.9
2020-03-15,6.6,0.7,13.2,13475,0.0,0.66,3.2
2020-03-16,7.9,1.8,15.6,13821,0.0,0.73,2.0
2020-03-17,7.9,1.6,13.5,11072,0.0,0.7,2.0
2020-03-18,11.2,5.1,17.1,10420,0.0,0.91,2.4
2020-03-19,8.3,5.4,10.5,5518,0.2,0.87,1.5
2020-03-20,6.4,2.2,10.0,6791,0.0,0.71,2.3
2020-03-21,2.9,-2.4,6.5,11991,0.0,0.51,4.0
2020-03-22,1.9,-3.9,7.1,15053,0.0,0.47,3.8
2020-03-23,1.5,-2.8,6.6,17245,0.0,0.5,3.1
2020-03-24,2.4,-3.7,8.2,17313,0.0,0.48,2.9
2020-03-25,4.1,-1.6,10.5,17275,0.0,0.56,3.3
2020-03-26,5.4,-0.1,11.1,17858,0.0,0.62,3.4
2020-03-27,8.3,0.9,15.6,17816,0.0,0.69,2.9
2020-03-28,7.3,0.8,13.9,18087,0.0,0.67,2.6
2020-03-29,2.6,-4.5,4.8,8242,0.8,0.44,4.0
2020-03-30,-0.6,-5.3,4.5,7049,3.3,0.41,2.7
2020-03-31,0.8,-3.7,6.3,13613,0.0,0.47,2.1
2020-04-01,3.4,-3.8,8.5,7436,0.1,0.48,2.3
2020-04-02,6.8,4.3,9.7,6975,0.4,0.8,2.9
2020-04-03,6.1,1.4,9.7,14324,0.1,0.67,3.0
2020-04-04,5.5,-2.4,13.4,19216,0.0,0.55,1.7
2020-04-05,9.5,-0.1,16.8,20041,0.0,0.67,2.9
2020-04-06,12.6,5.7,21.0,20759,0.0,0.97,2.4
2020-04-07,11.8,4.8,18.5,19904,0.0,0.9,2.0
2020-04-08,13.5,3.9,23.1,20736,0.0,0.91,1.7
2020-04-09,10.5,2.2,17.9,15528,0.0,0.76,2.0
2020-04-10,6.4,-1.3,14.1,21157,0.0,0.6,1.8
2020-04-11,7.8,-1.3,16.3,21654,0.0,0.61,1.5
2020-04-12,13.7,3.0,23.4,20762,1.0,0.87,1.9
2020-04-13,7.1,1.5,10.7,16594,0.0,0.68,3.9
2020-04-14,5.4,-2.2,11.4,18939,0.0,0.54,2.9
2020-04-15,9.0,3.7,16.6,18951,0.0,0.82,2.6
2020-04-16,9.9,0.8,17.5,22151,0.0,0.7,2.0
2020-04-17,10.3,2.7,17.1,23241,0.0,0.78,1.6
2020-04-18,10.1,1.2,17.0,23621,0.0,0.72,2.1
2020-04-19,8.8,4.3,13.8,23881,0.0,0.83,3.0
2020-04-20,10.0,3.1,16.3,24019,0.0,0.8,4.1
2020-04-21,11.1,5.0,17.2,24156,0.0,0.89,4.6
2020-04-22,12.0,5.5,18.3,24289,0.0,0.93,3.6
2020-04-23,12.8,2.7,21.1,24299,0.0,0.83,1.9
2020-04-24,12.5,6.2,20.8,23206,0.0,1.0,2.8
2020-04-25,10.4,5.0,15.3,12660,0.0,0.87,2.5
2020-04-26,9.6,2.2,17.2,22094,0.0,0.76,1.5
2020-04-27,11.8,0.0,21.9,23317,0.0,0.71,1.8
2020-04-28,12.7,7.2,19.8,18353,1.2,1.05,2.1
2020-04-29,10.5,7.3,15.7,10621,8.5,1.01,2.5
2020-04-30,11.6,7.4,16.2,12560,5.8,1.02,2.9
2020-05-01,11.0,6.9,16.3,16510,0.1,1.0,3.1
2020-05-02,8.8,4.8,14.9,14338,4.3,0.87,3.0
2020-05-03,9.3,4.3,13.5,10517,1.4,0.83,2.0
2020-05-04,9.0,4.2,14.2,12472,0.2,0.83,2.1
2020-05-05,7.3,1.3,12.9,21891,0.3,0.69,2.5
2020-05-06,9.6,0.1,16.8,26794,0.0,0.67,2.4
2020-05-07,11.0,4.9,17.4,20925,0.0,0.88,2.0
2020-05-08,11.9,2.3,20.3,26735,0.0,0.79,1.6
2020-05-09,15.4,5.0,23.3,26828,0.0,0.97,1.5
2020-05-10,17.1,10.1,25.8,19762,0.5,1.3,2.1
2020-05-11,6.9,1.0,11.6,15354,0.4,0.67,3.7
2020-05-12,7.0,1.8,12.0,14776,0.0,0.7,2.4
2020-05-13,9.1,5.2,14.1,15608,1.6,0.89,2.0
2020-05-14,8.6,1.1,13.9,20948,0.0,0.69,2.5
2020-05-15,7.6,-1.2,14.3,16114,0.0,0.6,2.6
2020-05-16,11.4,4.7,16.9,20048,0.0,0.88,2.4
2020-05-17,13.3,6.1,18.7,21921,0.0,0.98,2.5
2020-05-18,15.3,9.8,20.7,10322,0.1,1.22,2.3
2020-05-19,14.7,8.8,19.7,13481,0.0,1.15,2.3
2020-05-20,13.4,5.4,20.4,26391,0.0,0.96,1.6
2020-05-21,14.7,5.9,21.9,28015,0.0,1.0,1.5
2020-05-22,16.6,12.2,21.8,10623,3.5,1.41,2.1
2020-05-23,13.9,8.0,17.7,12879,4.4,1.07,2.8
2020-05-24,11.8,7.5,17.1,16705,8.3,1.03,3.5
2020-05-25,12.2,9.3,14.7,10084,0.1,1.14,3.1
2020-05-26,13.6,6.5,20.7,21890,0.0,1.01,1.6
2020-05-27,15.6,7.5,22.2,20887,0.0,1.1,1.9
2020-05-28,13.9,8.1,19.9,26038,0.0,1.11,2.7
2020-05-29,13.8,4.7,21.2,22803,0.0,0.93,2.1
2020-05-30,14.0,6.6,21.3,17856,0.0,1.02,2.5
2020-05-31,15.3,8.7,22.3,27080,0.0,1.16,2.7
2020-06-01,16.5,7.0,24.3,30927,0.0,1.09,2.4
2020-06-02,18.6,7.2,27.3,30176,0.0,1.14,1.7
2020-06-03,18.3,9.8,27.2,22714,0.1,1.3,1.9
