Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.1,-3.5,4.9,2574,0.0,0.47,1.8
2020-01-02,-0.9,-4.8,6.8,4499,0.0,0.44,2.2
2020-01-03,4.6,0.7,7.5,1675,3.2,0.63,3.6
2020-01-04,4.4,1.9,7.3,1690,3.3,0.68,4.2
2020-01-05,1.1,-0.5,3.8,3557,0.2,0.57,2.1
2020-01-06,3.1,1.0,5.3,1723,0.1,0.63,2.2
2020-01-07,1.6,-2.2,4.1,1925,0.1,0.51,2.6
2020-01-08,5.0,0.5,7.8,1761,3.9,0.63,2.9
2020-01-09,7.5,6.3,8.6,1782,6.9,0.92,2.7
2020-01-10,9.0,5.6,10.4,2413,2.0,0.88,3.4
2020-01-11,4.2,0.9,5.9,1921,0.1,0.63,2.7
2020-01-12,2.9,-0.1,6.5,4710,0.0,0.59,3.6
2020-01-13,4.8,0.3,6.7,1923,0.0,0.61,2.6
2020-01-14,5.1,-0.5,9.1,2435,0.0,0.59,4.0
2020-01-15,6.6,2.8,10.7,3937,0.0,0.74,3.9
2020-01-16,4.3,-1.8,10.3,5073,0.0,0.55,2.3
2020-01-17,1.7,-3.4,8.5,5083,0.4,0.49,2.6
2020-01-18,3.8,0.2,6.5,2017,0.0,0.6,2.9
2020-01-19,3.2,0.2,5.2,2048,0.0,0.6,1.9
2020-01-20,3.1,0.0,6.7,3627,0.0,0.6,1.9
2020-01-21,1.2,-1.7,5.9,5865,0.0,0.54,2.3
2020-01-22,2.6,0.8,4.0,2150,0.4,0.62,2.1
2020-01-23,2.2,-2.5,5.3,2186,0.1,0.5,1.8
2020-01-24,-0.7,-5.3,4.0,6045,0.0,0.41,2.0
2020-01-25,-0.1,-1.0,0.5,2262,0.0,0.55,1.9
2020-01-26,-0.4,-1.1,0.6,2356,0.0,0.54,1.9
2020-01-27,3.7,-1.4,10.4,5071,0.3,0.56,2.9
2020-01-28,5.7,3.9,9.1,3735,9.7,0.79,4.5
2020-01-29,4.6,2.9,6.4,2426,0.3,0.73,4.4
2020-01-30,5.5,2.9,8.3,2469,5.3,0.73,4.1
2020-01-31,9.6,4.5,12.2,4733,0.5,0.83,4.6
2020-02-01,11.5,8.1,14.1,2619,6.2,1.05,4.5
2020-02-02,7.5,5.5,9.4,2667,3.4,0.87,3.9
2020-02-03,7.2,5.3,9.3,2897,2.4,0.87,3.7
