Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,2.1,-2.1,4.0,2553,0.0,0.51,1.8
2020-01-02,0.9,-2.7,4.8,4044,0.0,0.5,2.2
2020-01-03,3.9,0.8,6.7,1578,4.0,0.64,3.6
2020-01-04,3.8,1.5,5.0,1849,5.2,0.66,4.2
2020-01-05,1.3,-1.0,2.9,3024,0.0,0.55,2.1
2020-01-06,4.2,2.2,5.7,2059,0.0,0.69,2.2
2020-01-07,2.4,-1.3,4.9,1908,0.0,0.54,2.6
2020-01-08,6.2,3.4,8.7,1666,0.2,0.76,2.9
2020-01-09,8.5,7.0,9.7,1688,2.7,0.97,2.7
2020-01-10,9.2,5.0,10.7,2825,0.9,0.85,3.4
2020-01-11,4.3,2.0,6.1,2678,0.0,0.68,2.7
2020-01-12,4.0,1.4,6.8,4075,0.1,0.66,3.6
2020-01-13,5.7,2.6,6.8,1829,0.0,0.72,2.6
2020-01-14,6.1,0.9,9.7,1856,0.3,0.65,4.0
2020-01-15,10.3,8.2,13.1,2587,0.0,1.05,3.9
2020-01-16,6.6,2.5,9.8,5178,0.0,0.72,2.3
2020-01-17,3.8,1.3,8.1,5196,0.1,0.66,2.6
2020-01-18,5.4,3.1,6.9,3910,0.3,0.74,2.9
2020-01-19,3.5,1.6,4.7,2352,0.0,0.66,1.9
2020-01-20,2.0,-0.5,4.0,3032,0.0,0.57,1.9
2020-01-21,2.9,0.4,5.9,5629,0.0,0.62,2.3
2020-01-22,4.5,2.9,6.3,2066,0.0,0.73,2.1
2020-01-23,3.4,1.4,4.9,2461,0.0,0.66,1.8
2020-01-24,1.9,-1.3,4.7,5818,0.0,0.54,2.0
2020-01-25,1.5,0.1,2.6,2180,0.0,0.59,1.9
2020-01-26,-0.1,-1.3,1.2,2221,0.0,0.53,1.9
2020-01-27,4.0,-0.5,7.9,3982,0.6,0.59,2.9
2020-01-28,5.3,2.0,8.6,2687,11.4,0.69,4.5
2020-01-29,3.9,1.3,5.9,2350,3.7,0.65,4.4
2020-01-30,5.2,2.3,7.3,2395,4.3,0.7,4.1
2020-01-31,8.9,5.1,10.5,2498,1.7,0.86,4.6
2020-02-01,10.7,7.0,12.6,2489,3.6,0.97,4.5
2020-02-02,6.6,4.6,8.3,2596,2.2,0.82,3.9
2020-02-03,6.2,4.1,8.6,2705,5.2,0.79,3.7
2020-02-04,4.5,2.3,7.2,4064,4.9,0.7,4.1
2020-02-05,2.9,0.8,5.4,6542,0.3,0.63,3.0
2020-02-06,4.2,2.3,5.4,2744,0.1,0.7,2.3
2020-02-07,5.5,4.7,6.4,2798,0.0,0.82,1.9
2020-02-08,4.9,2.0,8.5,7230,0.0,0.69,2.3
2020-02-09,8.6,4.4,12.4,5696,6.3,0.83,5.2
2020-02-10,6.7,3.6,13.0,3544,2.9,0.79,7.0
2020-02-11,4.6,2.9,6.1,3025,0.1,0.73,6.6
2020-02-12,4.1,2.5,5.7,3151,0.1,0.71,5.6
2020-02-13,3.8,1.7,5.7,5810,0.5,0.67,3.3
2020-02-14,2.6,-0.4,4.8,3207,0.0,0.57,2.5
2020-02-15,4.6,0.3,9.0,4499,0.0,0.62,3.1
2020-02-16,11.5,6.8,15.8,3333,1.0,0.99,5.2
2020-02-17,9.2,6.3,10.7,4868,0.3,0.93,4.5
2020-02-18,6.5,4.6,7.7,5235,0.9,0.82,4.8
