Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.4,-3.0,5.4,3295,0.0,0.49,1.8
2020-01-02,-0.1,-3.8,5.3,4666,0.0,0.46,2.2
2020-01-03,4.4,0.3,7.1,1733,3.4,0.61,3.6
2020-01-04,4.3,1.1,6.4,1749,3.6,0.64,4.2
2020-01-05,1.8,-0.9,4.7,2024,0.0,0.56,2.1
2020-01-06,4.8,0.7,6.8,2131,0.1,0.63,2.2
2020-01-07,3.0,-1.0,6.1,1805,0.5,0.56,2.6
2020-01-08,6.8,2.8,9.0,1825,3.5,0.73,2.9
2020-01-09,8.5,6.7,10.1,1848,5.8,0.94,2.7
2020-01-10,9.1,4.3,11.1,2896,0.7,0.82,3.4
2020-01-11,4.5,1.9,6.6,3379,0.0,0.68,2.7
2020-01-12,3.8,0.8,6.7,4416,0.0,0.64,3.6
2020-01-13,5.2,1.5,7.8,2451,0.0,0.67,2.6
2020-01-14,7.4,1.4,10.6,2161,0.0,0.67,4.0
2020-01-15,11.2,7.4,14.0,3219,0.0,1.01,3.9
2020-01-16,6.8,2.7,10.8,5619,0.0,0.73,2.3
2020-01-17,4.3,0.9,8.4,5402,0.2,0.64,2.6
2020-01-18,5.7,3.3,7.8,3640,0.0,0.75,2.9
2020-01-19,4.0,2.1,5.5,2328,0.0,0.69,1.9
2020-01-20,0.9,-2.0,2.9,2612,0.0,0.51,1.9
2020-01-21,2.7,0.6,5.7,5935,0.1,0.62,2.3
2020-01-22,4.3,2.4,6.4,2243,0.0,0.7,2.1
2020-01-23,3.7,-0.4,6.1,3350,0.0,0.58,1.8
2020-01-24,-0.1,-3.0,3.5,5357,0.0,0.48,2.0
2020-01-25,1.1,-0.4,2.2,2363,0.1,0.57,1.9
2020-01-26,0.0,-1.6,0.7,2405,0.0,0.52,1.9
2020-01-27,4.6,-0.2,8.6,3302,4.8,0.6,2.9
2020-01-28,5.6,2.7,8.6,3465,3.7,0.73,4.5
2020-01-29,4.7,2.6,6.8,2867,2.8,0.72,4.4
2020-01-30,5.7,2.1,8.3,2697,1.6,0.7,4.1
2020-01-31,9.9,7.2,12.3,3698,0.0,0.99,4.6
2020-02-01,10.9,7.7,12.7,2685,7.1,1.02,4.5
2020-02-02,6.9,5.2,9.0,2735,3.6,0.85,3.9
2020-02-03,7.2,5.2,10.0,3077,1.8,0.86,3.7
2020-02-04,4.9,3.3,6.7,3486,0.6,0.75,4.1
2020-02-05,3.1,1.6,5.2,7295,0.0,0.66,3.0
2020-02-06,4.5,2.4,6.5,3190,0.0,0.7,2.3
2020-02-07,5.5,4.5,7.1,3006,0.0,0.81,1.9
2020-02-08,4.7,0.6,8.8,7075,0.0,0.63,2.3
2020-02-09,9.4,5.1,14.0,6059,10.4,0.88,5.2
2020-02-10,7.0,3.8,14.2,3751,4.3,0.81,7.0
2020-02-11,4.7,2.7,6.9,3371,0.1,0.72,6.6
2020-02-12,4.2,2.7,6.7,4277,0.0,0.72,5.6
2020-02-13,3.3,0.9,5.5,5204,1.7,0.63,3.3
2020-02-14,3.8,1.9,6.0,3431,0.3,0.68,2.5
2020-02-15,5.7,1.2,10.6,7933,0.0,0.67,3.1
