Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2000-01-01,1.6,-0.9,2.3,1713,1.7,0.55,2.1
2000-01-02,3.8,2.1,4.3,1727,0.0,0.69,2.3
2000-01-03,6.0,3.7,6.8,1742,0.0,0.77,3.2
2000-01-04,5.2,4.4,6.3,1758,3.5,0.81,3.3
2000-01-05,2.4,-0.4,6.3,4055,0.0,0.58,3.1
2000-01-06,2.2,-1.6,5.1,4260,0.6,0.53,2.7
2000-01-07,4.0,2.1,7.3,2371,0.0,0.69,2.3
2000-01-08,4.2,-0.3,5.8,3518,1.5,0.59,2.9
2000-01-09,4.2,3.0,5.4,1857,0.0,0.73,1.7
2000-01-10,1.6,0.0,3.4,1880,0.0,0.59,1.7
2000-01-11,-0.2,-2.3,3.3,3807,0.0,0.5,2.2
2000-01-12,-1.2,-4.0,2.0,4519,0.0,0.44,2.7
2000-01-13,-3.9,-5.4,0.2,4840,0.0,0.4,2.6
2000-01-14,-1.0,-5.6,-0.5,1985,0.0,0.39,1.5
2000-01-15,-1.5,-2.6,0.3,2014,0.0,0.49,1.6
2000-01-16,2.5,-4.0,3.9,2045,1.0,0.45,2.5
2000-01-17,7.1,3.7,7.5,2077,1.5,0.77,5.4
2000-01-18,3.7,1.4,7.4,3387,2.3,0.66,5.4
2000-01-19,-0.2,-1.6,2.6,4966,0.2,0.52,2.8
2000-01-20,3.6,-3.4,4.4,2179,5.8,0.47,4.1
2000-01-21,-1.4,-4.0,4.4,4855,1.3,0.45,4.2
2000-01-22,-2.3,-3.9,-1.0,2253,4.0,0.44,2.6
2000-01-23,-6.6,-9.9,-1.2,5892,0.1,0.29,2.1
2000-01-24,-5.9,-8.6,-1.2,4051,0.0,0.32,1.4
2000-01-25,-5.5,-10.8,-1.9,3447,0.1,0.27,1.9
2000-01-26,1.6,-5.5,2.7,2415,0.3,0.4,2.8
2000-01-27,2.2,1.5,3.2,2459,0.0,0.65,3.4
2000-01-28,1.4,0.8,2.7,2504,0.4,0.63,4.2
2000-01-29,5.2,0.3,7.7,2550,8.6,0.61,6.5
2000-01-30,4.3,2.2,7.0,5258,4.4,0.7,5.8
2000-01-31,7.8,3.2,11.5,5118,1.5,0.77,5.9
2000-02-01,8.2,5.5,10.1,2695,1.4,0.88,3.6
2000-02-02,6.1,5.0,7.9,2745,4.0,0.84,3.8
2000-02-03,3.3,1.2,7.6,5249,0.7,0.65,3.9
2000-02-04,5.8,-1.0,7.6,3196,0.6,0.56,3.9
2000-02-05,6.5,4.8,8.3,2904,0.0,0.83,3.5
2000-02-06,7.8,5.0,13.5,5681,0.1,0.87,2.7
2000-02-07,7.3,4.9,10.4,3615,0.4,0.84,4.3
2000-02-08,8.7,5.8,9.8,3498,5.2,0.9,5.5
2000-02-09,5.1,3.3,9.5,3746,2.7,0.76,5.9
2000-02-10,6.6,4.2,9.1,4932,2.2,0.8,4.0
2000-02-11,3.5,0.9,8.8,5454,0.0,0.64,2.7
2000-02-12,2.6,-1.5,7.4,8982,0.2,0.54,3.4
2000-02-13,2.3,0.7,3.8,3764,6.3,0.62,3.9
2000-02-14,1.9,0.3,5.9,5920,0.4,0.61,2.9
2000-02-15,3.9,0.1,9.4,4232,0.2,0.62,3.2
2000-02-16,2.5,0.7,5.3,4173,0.9,0.62,3.9
2000-02-17,1.5,-1.9,5.0,5938,0.0,0.52,2.9
2000-02-18,1.9,-1.4,6.0,5897,0.3,0.54,3.0
2000-02-19,2.1,1.1,4.0,3775,2.1,0.63,2.6
2000-02-20,1.0,-0.1,3.2,4896,0.1,0.58,2.5
2000-02-21,-0.8,-2.6,2.9,6538,0.0,0.49,1.4
2000-02-22,0.0,-3.5,1.2,3987,1.6,0.46,1.7
2000-02-23,1.7,0.3,6.6,4857,0.0,0.61,1.5
2000-02-24,3.4,-1.6,6.6,4133,4.9,0.54,3.2
2000-02-25,2.6,0.7,4.3,4504,1.5,0.62,3.4
2000-02-26,4.7,2.0,6.6,4882,0.0,0.68,2.1
2000-02-27,5.5,-0.2,10.1,11335,0.0,0.61,2.7
2000-02-28,9.8,5.4,17.9,10184,2.3,0.93,4.4
2000-02-29,6.1,2.7,10.4,7301,2.0,0.73,4.0
2000-03-01,5.3,3.0,9.2,6077,0.0,0.74,4.1
2000-03-02,3.4,1.7,7.4,8626,4.6,0.67,4.3
2000-03-03,4.3,2.3,10.1,4906,1.7,0.71,6.1
2000-03-04,1.1,0.3,5.5,8059,0.3,0.6,4.6
2000-03-05,1.6,-0.3,4.5,6458,0.1,0.58,3.7
2000-03-06,6.1,0.4,9.2,5647,0.0,0.63,3.9
2000-03-07,9.4,6.1,13.4,5819,2.3,0.93,4.8
2000-03-08,10.5,8.6,11.6,5151,5.4,1.08,5.4
2000-03-09,7.9,4.8,12.5,5403,6.1,0.84,5.8
2000-03-10,2.7,-1.3,7.5,10719,3.1,0.56,3.0
2000-03-11,6.1,2.0,10.6,6265,3.0,0.7,4.8
2000-03-12,2.5,1.2,4.8,5483,0.0,0.64,1.7
2000-03-13,7.5,2.1,11.7,7331,1.5,0.71,2.0
2000-03-14,6.8,4.7,10.3,5652,7.9,0.83,3.9
2000-03-15,3.2,0.9,7.5,9596,7.9,0.64,4.8
2000-03-16,2.7,0.5,6.0,6546,5.5,0.62,3.9
2000-03-17,3.2,0.4,7.2,10747,0.0,0.62,3.4
2000-03-18,3.2,-1.1,9.1,15387,0.0,0.57,2.0
2000-03-19,4.7,0.1,10.5,14622,0.0,0.62,2.3
2000-03-20,5.3,1.0,6.6,6164,0.0,0.64,2.1
2000-03-21,5.2,3.8,7.9,7194,0.0,0.77,1.6
2000-03-22,6.9,-0.1,13.0,14898,0.0,0.63,1.6
2000-03-23,7.3,3.7,14.1,14092,0.0,0.81,1.5
