Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2000-01-01,2.5,-2.3,4.4,1704,2.0,0.51,2.1
2000-01-02,4.4,3.0,5.0,1718,0.0,0.73,2.3
2000-01-03,6.3,4.8,7.1,1733,0.1,0.83,3.2
2000-01-04,5.3,5.1,6.5,1749,3.1,0.84,3.3
2000-01-05,1.7,-1.4,6.8,3997,0.0,0.55,3.1
2000-01-06,2.7,-2.7,6.3,4161,1.2,0.5,2.7
2000-01-07,4.5,2.9,8.2,2327,0.0,0.74,2.3
2000-01-08,4.3,-0.5,6.1,3448,0.8,0.57,2.9
2000-01-09,2.9,1.6,5.8,1848,0.0,0.67,1.7
2000-01-10,1.7,-1.0,2.4,1871,0.0,0.55,1.7
2000-01-11,-0.2,-1.4,2.9,3739,0.0,0.53,2.2
2000-01-12,-1.4,-5.4,1.8,4416,0.0,0.4,2.7
2000-01-13,-2.6,-5.6,0.7,4787,0.0,0.39,2.6
2000-01-14,-1.2,-2.9,-0.3,1976,0.0,0.47,1.5
2000-01-15,-1.1,-1.8,0.3,2005,0.1,0.52,1.6
2000-01-16,3.0,-3.1,4.3,2035,1.4,0.48,2.5
2000-01-17,7.4,4.6,7.8,2067,2.1,0.82,5.4
2000-01-18,3.7,1.7,7.6,3351,1.7,0.68,5.4
2000-01-19,0.0,-1.3,3.3,4858,0.7,0.54,2.8
2000-01-20,3.7,-2.6,4.4,2169,1.5,0.5,4.1
2000-01-21,-0.1,-2.6,4.6,4791,0.3,0.49,4.2
2000-01-22,-1.6,-2.8,0.3,2243,4.9,0.48,2.6
2000-01-23,-8.7,-11.6,-2.5,5791,0.0,0.25,2.1
2000-01-24,-6.9,-11.2,-2.6,3968,0.0,0.26,1.4
2000-01-25,-6.1,-14.8,-2.1,3456,0.3,0.2,1.9
2000-01-26,1.9,-4.5,2.8,2405,0.3,0.43,2.8
2000-01-27,2.3,1.9,3.3,2449,0.0,0.67,3.4
2000-01-28,1.0,0.5,2.3,2494,1.1,0.61,4.2
2000-01-29,5.8,0.1,8.3,2540,8.8,0.61,6.5
2000-01-30,4.9,2.6,7.6,5184,6.3,0.71,5.8
2000-01-31,8.1,3.6,11.3,5040,1.8,0.78,5.9
2000-02-01,8.6,6.6,10.2,2685,2.9,0.94,3.6
2000-02-02,6.4,5.6,7.9,2735,3.3,0.88,3.8
2000-02-03,2.7,0.4,7.1,5630,1.1,0.61,3.9
2000-02-04,6.5,-1.5,8.1,2899,0.4,0.55,3.9
2000-02-05,6.8,4.5,8.7,2894,0.0,0.82,3.5
2000-02-06,7.0,3.6,13.3,4756,0.1,0.79,2.7
2000-02-07,8.2,4.1,9.9,4530,0.8,0.8,4.3
2000-02-08,8.8,6.7,9.7,3249,6.0,0.95,5.5
2000-02-09,4.8,4.0,9.8,3747,3.0,0.79,5.9
2000-02-10,6.8,5.2,9.7,5016,2.6,0.86,4.0
2000-02-11,3.8,1.8,8.3,5676,0.0,0.68,2.7
2000-02-12,2.6,-2.2,7.3,8814,0.8,0.52,3.4
2000-02-13,2.7,1.2,4.3,3564,7.2,0.64,3.9
2000-02-14,2.0,0.9,4.7,6154,0.8,0.63,2.9
2000-02-15,4.0,0.9,8.7,4572,0.4,0.64,3.2
2000-02-16,2.4,0.7,6.1,3698,1.9,0.63,3.9
2000-02-17,1.9,-0.6,4.7,5144,0.1,0.57,2.9
2000-02-18,2.3,0.2,5.8,5648,0.4,0.6,3.0
2000-02-19,2.0,1.2,4.1,3765,2.5,0.64,2.6
2000-02-20,0.8,0.4,3.3,4691,0.2,0.6,2.5
2000-02-21,-2.4,-4.1,2.2,7804,0.1,0.44,1.4
2000-02-22,-0.2,-4.9,1.9,3977,1.7,0.42,1.7
2000-02-23,1.4,-0.3,6.7,4493,0.0,0.58,1.5
2000-02-24,3.5,-2.5,6.7,4123,6.1,0.51,3.2
2000-02-25,2.4,0.8,4.7,4499,0.6,0.62,3.4
2000-02-26,5.1,2.5,7.4,5342,0.0,0.71,2.1
2000-02-27,5.7,-2.2,10.7,10991,0.0,0.54,2.7
2000-02-28,10.0,6.8,17.2,9891,1.5,0.99,4.4
2000-02-29,7.0,3.8,10.0,6870,2.2,0.78,4.0
2000-03-01,5.5,3.3,8.8,6015,0.5,0.75,4.1
2000-03-02,3.8,1.7,6.8,9496,3.2,0.67,4.3
2000-03-03,4.7,3.1,9.3,5226,2.9,0.74,6.1
2000-03-04,0.9,-0.2,4.1,7698,0.2,0.58,4.6
2000-03-05,1.3,-0.5,3.8,6561,0.4,0.57,3.7
2000-03-06,6.4,0.6,8.8,5314,0.0,0.63,3.9
2000-03-07,9.6,6.6,12.8,5229,3.7,0.96,4.8
2000-03-08,10.9,9.0,11.6,5142,6.8,1.11,5.4
2000-03-09,7.8,4.9,12.5,5743,8.0,0.86,5.8
2000-03-10,3.4,-2.0,7.7,10724,2.1,0.53,3.0
2000-03-11,6.1,2.2,9.9,6449,3.4,0.71,4.8
2000-03-12,4.0,2.8,6.4,5741,0.6,0.72,1.7
2000-03-13,8.2,3.8,11.8,7535,1.3,0.8,2.0
2000-03-14,6.8,4.6,10.1,5643,9.6,0.82,3.9
2000-03-15,3.3,1.2,7.3,9844,7.3,0.65,4.8
2000-03-16,3.5,1.6,6.5,7935,7.5,0.66,3.9
2000-03-17,3.4,0.6,7.0,11389,0.0,0.62,3.4
2000-03-18,3.8,-1.3,8.8,13961,0.0,0.56,2.0
2000-03-19,4.7,-1.3,10.3,15912,0.0,0.57,2.3
2000-03-20,5.2,3.3,6.4,6155,0.0,0.75,2.1
2000-03-21,4.3,1.5,10.1,8165,0.0,0.68,1.6
2000-03-22,4.5,-1.0,12.3,10981,0.0,0.59,1.6
2000-03-23,5.3,0.3,13.7,11787,0.0,0.65,1.5
2000-03-24,7.3,-0.2,10.8,7780,0.3,0.62,2.7
2000-03-25,9.5,6.1,13.8,7181,0.0,0.93,2.1
2000-03-26,7.1,4.1,14.2,8071,1.0,0.83,2.0
2000-03-27,5.8,4.6,8.3,6759,0.6,0.82,1.9
2000-03-28,5.0,3.2,6.8,6845,6.6,0.74,3.0
2000-03-29,7.1,4.6,8.0,6931,0.0,0.82,3.8
2000-03-30,6.1,5.3,8.1,7016,1.6,0.86,3.7
2000-03-31,5.2,4.9,6.8,7102,1.2,0.83,1.9
2000-04-01,7.6,0.3,11.4,7708,0.0,0.63,1.5
2000-04-02,8.2,2.7,13.4,17331,0.0,0.75,1.8
2000-04-03,11.6,3.2,18.4,19482,0.0,0.82,2.6
2000-04-04,9.6,5.7,13.4,7548,0.4,0.91,2.2
2000-04-05,4.0,1.3,8.9,11154,0.0,0.66,3.2
2000-04-06,4.7,-1.5,10.6,20919,0.0,0.57,2.8
2000-04-07,5.0,1.7,8.4,8989,0.0,0.68,2.5
2000-04-08,6.7,1.5,9.7,7994,0.0,0.68,1.5
2000-04-09,5.0,3.1,10.9,19755,0.0,0.75,2.6
2000-04-10,4.8,-2.1,11.9,16938,0.0,0.56,2.0
2000-04-11,7.3,-0.9,13.3,18280,0.0,0.61,1.8
2000-04-12,6.2,1.2,11.5,8548,3.8,0.67,2.9
2000-04-13,8.4,1.7,12.9,13755,1.2,0.71,3.5
2000-04-14,7.9,6.3,11.0,10056,0.3,0.93,2.6
2000-04-15,12.2,0.3,20.9,11044,23.5,0.71,2.4
2000-04-16,9.0,6.2,14.9,19493,0.0,0.94,2.7
2000-04-17,14.0,5.5,21.2,17124,0.0,0.96,2.8
2000-04-18,13.7,10.4,19.4,14732,0.2,1.25,1.9
2000-04-19,12.7,10.7,17.4,13233,0.9,1.26,1.7
2000-04-20,12.8,7.4,20.4,18497,0.0,1.06,1.5
2000-04-21,14.8,7.9,24.7,20687,0.0,1.15,1.9
2000-04-22,19.2,10.2,26.7,21502,0.0,1.33,2.1
2000-04-23,21.8,12.3,29.4,21391,0.0,1.55,1.9
2000-04-24,13.0,11.3,18.8,18709,0.1,1.32,2.6
2000-04-25,9.6,7.8,13.3,9101,0.0,1.03,1.7
2000-04-26,16.4,3.3,23.4,25026,0.0,0.88,2.3
2000-04-27,20.1,12.2,26.9,19611,0.0,1.49,2.2
2000-04-28,20.6,17.2,25.7,9548,0.0,1.95,2.8
2000-04-29,20.4,15.9,27.6,22422,0.0,1.84,2.3
2000-04-30,19.0,10.7,28.9,20269,0.4,1.4,1.4
2000-05-01,20.4,13.1,27.0,19413,0.1,1.57,1.8
2000-05-02,17.4,13.1,23.8,24528,0.0,1.51,2.3
2000-05-03,14.3,8.3,22.2,23913,0.0,1.13,1.7
2000-05-04,15.1,5.8,23.8,24134,0.0,1.01,1.5
2000-05-05,17.5,5.6,25.6,25678,0.0,1.03,1.9
2000-05-06,18.0,7.1,25.9,25898,0.0,1.11,2.2
2000-05-07,19.6,10.0,26.8,25874,0.0,1.31,2.3
2000-05-08,20.5,12.4,26.9,25605,0.0,1.5,1.9
2000-05-09,20.3,11.1,26.3,22291,0.0,1.4,1.4
2000-05-10,19.6,11.9,27.7,23836,0.0,1.48,1.3
2000-05-11,20.2,12.2,27.3,25872,0.0,1.49,1.9
2000-05-12,15.3,10.5,20.8,27057,0.0,1.27,2.6
2000-05-13,14.5,5.8,22.5,27263,0.0,1.0,1.8
2000-05-14,18.0,5.6,27.3,27467,0.0,1.04,1.5
2000-05-15,20.6,8.0,30.4,27300,0.0,1.25,1.3
2000-05-16,21.8,9.6,31.9,26268,0.0,1.39,1.5
2000-05-17,17.6,12.1,31.6,23504,0.0,1.55,2.6
2000-05-18,14.7,10.1,20.6,14184,0.0,1.25,2.3
2000-05-19,13.0,6.0,18.8,16956,3.4,0.96,2.4
2000-05-20,10.3,8.1,11.8,12304,6.7,1.05,2.2
2000-05-21,13.6,8.0,18.1,20159,2.0,1.07,1.5
2000-05-22,11.2,10.4,13.8,10780,6.7,1.22,2.2
2000-05-23,14.5,6.2,20.3,21009,0.0,1.0,1.8
