Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.7,-1.8,4.9,3432,0.0,0.53,1.8
2020-01-02,0.4,-3.5,5.7,4626,0.0,0.47,2.2
2020-01-03,4.4,0.0,7.1,1691,3.4,0.6,3.6
2020-01-04,3.9,1.0,5.8,1707,2.5,0.64,4.2
2020-01-05,1.1,-1.8,4.0,2298,0.0,0.52,2.1
2020-01-06,4.5,0.8,7.2,2898,0.0,0.63,2.2
2020-01-07,2.3,-1.6,5.2,1760,0.4,0.54,2.6
2020-01-08,6.3,2.8,8.3,1780,3.7,0.73,2.9
2020-01-09,8.3,7.1,10.3,1802,6.2,0.97,2.7
2020-01-10,8.9,4.4,11.1,2559,1.9,0.82,3.4
2020-01-11,4.3,1.5,7.2,2727,0.0,0.66,2.7
2020-01-12,3.2,0.1,6.2,4535,0.0,0.6,3.6
2020-01-13,5.1,1.7,8.4,2794,0.1,0.68,2.6
2020-01-14,7.0,1.9,10.4,1973,0.0,0.7,4.0
2020-01-15,10.3,7.2,13.6,3155,0.0,0.99,3.9
2020-01-16,6.9,2.8,10.8,5427,0.0,0.74,2.3
2020-01-17,3.8,0.0,8.8,5248,0.1,0.61,2.6
2020-01-18,4.6,2.1,7.0,3630,0.1,0.69,2.9
2020-01-19,3.9,2.5,5.6,2328,0.1,0.71,1.9
2020-01-20,1.4,-1.2,4.5,3933,0.0,0.55,1.9
2020-01-21,1.6,-1.2,6.0,5880,0.0,0.55,2.3
2020-01-22,3.8,1.9,6.0,2183,0.1,0.68,2.1
2020-01-23,2.9,-0.6,7.1,2743,0.0,0.57,1.8
2020-01-24,-0.2,-2.9,3.4,5591,0.0,0.48,2.0
2020-01-25,0.4,-0.9,1.9,2299,0.1,0.55,1.9
2020-01-26,-0.3,-1.6,0.9,2340,0.0,0.52,1.9
2020-01-27,5.0,0.4,9.5,4134,3.0,0.63,2.9
2020-01-28,5.2,2.6,8.1,3478,7.7,0.72,4.5
2020-01-29,4.3,2.7,6.2,2694,1.3,0.72,4.4
2020-01-30,5.4,1.2,8.5,2571,1.7,0.66,4.1
2020-01-31,9.5,6.3,11.8,3366,0.0,0.92,4.6
2020-02-01,10.6,7.2,12.8,2609,8.0,0.99,4.5
2020-02-02,7.3,5.6,8.9,2658,4.0,0.88,3.9
2020-02-03,7.3,5.0,10.1,2886,1.9,0.84,3.7
2020-02-04,5.2,3.6,6.5,2940,1.4,0.77,4.1
2020-02-05,3.0,1.2,5.6,7696,0.0,0.65,3.0
2020-02-06,4.4,2.1,6.6,2988,0.1,0.69,2.3
2020-02-07,5.6,4.6,6.9,2918,0.0,0.82,1.9
2020-02-08,4.8,0.5,9.0,7852,0.0,0.63,2.3
2020-02-09,9.6,5.2,14.0,6814,6.7,0.88,5.2
2020-02-10,6.9,3.0,13.9,3542,6.1,0.76,7.0
2020-02-11,4.5,2.6,6.5,3146,0.5,0.72,6.6
