Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,2.0,-2.3,4.0,2471,0.0,0.51,1.8
2020-01-02,0.8,-2.9,4.8,3950,0.0,0.49,2.2
2020-01-03,3.8,0.6,6.7,1543,6.0,0.62,3.6
2020-01-04,3.7,1.3,5.0,1811,5.1,0.65,4.2
2020-01-05,1.2,-1.2,2.9,2935,0.0,0.54,2.1
2020-01-06,4.1,2.0,5.7,2019,0.1,0.68,2.2
2020-01-07,2.3,-1.5,4.9,1868,0.2,0.54,2.6
2020-01-08,6.1,3.2,8.7,1628,0.7,0.75,2.9
2020-01-09,8.4,6.8,9.7,1649,4.2,0.95,2.7
2020-01-10,9.1,4.8,10.7,2732,1.7,0.84,3.4
2020-01-11,4.2,1.8,6.1,2586,0.0,0.67,2.7
2020-01-12,3.9,1.2,6.8,4015,0.0,0.65,3.6
2020-01-13,5.6,2.4,6.8,1786,0.1,0.7,2.6
2020-01-14,6.0,0.7,9.7,1812,0.2,0.64,4.0
2020-01-15,10.2,8.0,13.1,2536,0.0,1.05,3.9
2020-01-16,6.5,2.3,9.8,5057,0.0,0.72,2.3
2020-01-17,3.7,1.1,8.1,5073,0.0,0.65,2.6
2020-01-18,5.3,2.9,6.9,3797,0.1,0.73,2.9
2020-01-19,3.4,1.4,4.7,2300,0.0,0.65,1.9
2020-01-20,1.9,-0.7,4.0,2924,0.0,0.56,1.9
2020-01-21,2.8,0.2,5.9,5495,0.0,0.6,2.3
2020-01-22,4.4,2.7,6.3,2013,0.0,0.71,2.1
2020-01-23,3.3,1.2,4.9,2403,0.0,0.64,1.8
2020-01-24,1.8,-1.5,4.7,5676,0.0,0.53,2.0
2020-01-25,1.4,-0.1,2.6,2123,0.0,0.58,1.9
2020-01-26,-0.2,-1.5,1.2,2163,0.0,0.53,1.9
2020-01-27,3.9,-0.7,7.9,3851,1.0,0.58,2.9
2020-01-28,5.2,1.8,8.6,2621,14.6,0.68,4.5
2020-01-29,3.8,1.1,5.9,2287,4.0,0.64,4.4
2020-01-30,5.1,2.1,7.3,2330,5.2,0.69,4.1
2020-01-31,8.8,4.9,10.5,2431,0.7,0.84,4.6
2020-02-01,10.7,7.1,12.7,2421,5.0,0.98,4.5
2020-02-02,6.6,4.7,8.4,2525,4.5,0.82,3.9
2020-02-03,6.2,4.2,8.7,2631,2.1,0.8,3.7
2020-02-04,4.5,2.4,7.3,3916,3.5,0.71,4.1
2020-02-05,2.9,0.9,5.5,6363,0.0,0.63,3.0
2020-02-06,4.2,2.4,5.5,2665,0.2,0.7,2.3
2020-02-07,5.5,4.8,6.5,2718,0.0,0.82,1.9
2020-02-08,4.9,2.1,8.6,7035,0.0,0.69,2.3
2020-02-09,8.6,4.5,12.5,5516,8.7,0.84,5.2
2020-02-10,6.7,3.7,13.1,3451,4.8,0.79,7.0
2020-02-11,4.6,3.0,6.2,2936,0.0,0.73,6.6
2020-02-12,4.1,2.6,5.8,3059,0.0,0.71,5.6
2020-02-13,3.8,1.8,5.8,5618,0.7,0.67,3.3
2020-02-14,2.6,-0.3,4.9,3111,0.3,0.58,2.5
2020-02-15,4.6,0.4,9.1,4318,0.0,0.62,3.1
2020-02-16,11.5,6.9,15.9,3232,1.4,0.99,5.2
2020-02-17,9.2,6.4,10.8,4677,0.3,0.94,4.5
2020-02-18,6.5,4.7,7.8,5036,0.7,0.82,4.8
2020-02-19,4.8,2.5,6.5,4554,2.9,0.71,4.3
2020-02-20,5.0,1.1,7.2,5134,5.0,0.65,3.7
2020-02-21,5.7,3.8,7.6,5364,0.3,0.78,4.6
2020-02-22,8.2,5.8,11.5,4351,1.2,0.9,5.3
2020-02-23,5.8,3.3,7.6,3685,7.2,0.75,5.6
2020-02-24,4.9,2.4,7.1,4354,7.3,0.7,3.8
2020-02-25,7.8,4.0,9.8,7696,0.4,0.79,4.7
2020-02-26,3.5,1.6,5.4,3891,0.7,0.66,3.8
2020-02-27,2.3,-0.1,5.6,4583,0.5,0.59,3.1
2020-02-28,3.2,-0.1,7.6,7569,0.3,0.6,3.7
2020-02-29,6.0,1.6,10.4,5216,2.3,0.68,4.1
2020-03-01,6.3,2.5,10.4,8112,2.2,0.73,4.1
2020-03-02,5.0,1.0,9.2,5386,0.0,0.66,2.6
2020-03-03,3.6,0.2,6.0,4323,1.5,0.61,2.7
2020-03-04,4.0,0.0,7.6,8875,0.0,0.6,2.3
2020-03-05,4.7,1.6,9.5,9081,0.0,0.67,2.6
2020-03-06,4.3,3.3,5.2,4547,4.3,0.75,3.9
2020-03-07,3.9,1.2,5.8,4623,0.4,0.64,3.1
2020-03-08,4.8,0.0,9.7,7550,0.1,0.62,3.1
2020-03-09,6.7,4.7,10.1,5125,2.0,0.84,2.6
2020-03-10,5.8,2.2,10.8,4941,7.7,0.71,4.5
2020-03-11,9.1,6.3,12.7,12936,3.9,0.93,4.4
2020-03-12,8.9,5.6,12.3,9408,4.2,0.89,5.3
2020-03-13,5.6,1.6,8.9,7171,1.8,0.68,4.6
2020-03-14,2.8,-1.3,7.1,15044,0.0,0.56,1.9
2020-03-15,4.9,-1.1,11.3,13367,0.0,0.58,3.2
2020-03-16,8.5,2.6,16.0,12680,0.0,0.77,2.0
2020-03-17,8.2,1.4,14.6,10758,0.0,0.7,2.0
2020-03-18,12.0,6.2,16.5,14105,0.0,0.96,2.4
2020-03-19,8.6,5.1,12.2,5563,0.2,0.86,1.5
2020-03-20,6.3,2.2,10.6,6221,0.0,0.71,2.3
2020-03-21,2.7,-1.9,7.5,14661,0.0,0.53,4.0
2020-03-22,0.8,-3.1,6.3,16772,0.0,0.49,3.8
2020-03-23,0.0,-6.1,6.0,17037,0.0,0.4,3.1
2020-03-24,1.7,-4.9,7.6,17304,0.0,0.44,2.9
2020-03-25,2.7,-4.5,9.6,17571,0.0,0.47,3.3
2020-03-26,4.6,-4.2,10.5,17334,0.0,0.48,3.4
2020-03-27,7.4,0.1,15.7,17191,0.0,0.66,2.9
2020-03-28,6.1,0.0,14.2,17351,0.0,0.65,2.6
2020-03-29,2.3,-3.3,5.7,7604,0.3,0.48,4.0
2020-03-30,0.0,-3.3,3.3,8419,0.1,0.47,2.7
2020-03-31,0.8,-4.3,5.3,11964,0.0,0.45,2.1
2020-04-01,4.5,-0.4,8.3,8606,0.0,0.59,2.3
2020-04-02,7.0,4.5,9.6,7426,0.0,0.82,2.9
2020-04-03,6.1,1.0,10.6,14549,0.0,0.66,3.0
2020-04-04,5.8,-0.7,12.2,19398,0.0,0.6,1.7
2020-04-05,9.0,-0.2,15.8,20417,0.0,0.65,2.9
2020-04-06,13.4,4.9,22.3,20575,0.0,0.94,2.4
2020-04-07,12.0,3.6,18.3,20732,0.0,0.84,2.0
2020-04-08,11.9,1.2,21.0,20777,0.0,0.76,1.7
2020-04-09,10.9,3.2,17.5,18941,0.0,0.8,2.0
2020-04-10,8.2,0.8,15.5,21524,0.0,0.69,1.8
2020-04-11,8.0,-0.8,14.8,21229,0.0,0.62,1.5
2020-04-12,13.2,1.8,22.5,21937,0.5,0.8,1.9
2020-04-13,7.2,0.3,11.8,11935,0.0,0.64,3.9
2020-04-14,5.4,-0.2,10.6,18491,0.0,0.61,2.9
2020-04-15,9.3,4.3,14.6,16226,0.0,0.83,2.6
2020-04-16,10.9,4.7,18.0,19428,0.0,0.89,2.0
2020-04-17,9.1,1.3,15.3,23000,0.0,0.7,1.6
2020-04-18,8.3,-0.7,16.1,22909,0.0,0.64,2.1
2020-04-19,7.6,1.4,13.7,23508,0.0,0.7,3.0
2020-04-20,8.4,-0.6,16.0,23760,0.0,0.64,4.1
2020-04-21,10.1,1.1,17.5,23893,0.0,0.72,4.6
2020-04-22,10.4,2.1,18.1,24142,0.0,0.77,3.6
2020-04-23,12.6,2.2,21.1,24153,0.0,0.8,1.9
2020-04-24,13.2,4.5,22.5,18844,0.0,0.93,2.8
