Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.8,-1.7,4.9,3485,0.0,0.53,1.8
2020-01-02,0.5,-3.4,5.7,4669,0.0,0.47,2.2
2020-01-03,4.5,0.1,7.1,1742,3.8,0.6,3.6
2020-01-04,4.0,1.1,5.8,1758,2.3,0.64,4.2
2020-01-05,1.2,-1.7,4.0,2324,0.0,0.53,2.1
2020-01-06,4.6,0.9,7.2,2984,0.0,0.63,2.2
2020-01-07,2.4,-1.5,5.2,1814,0.4,0.54,2.6
2020-01-08,6.4,2.9,8.3,1835,3.4,0.73,2.9
2020-01-09,8.4,7.2,10.3,1857,6.0,0.98,2.7
2020-01-10,9.0,4.5,11.1,2582,1.0,0.82,3.4
2020-01-11,4.4,1.6,7.2,2789,0.0,0.66,2.7
2020-01-12,3.3,0.2,6.2,4563,0.0,0.6,3.6
2020-01-13,5.2,1.8,8.4,2858,0.0,0.68,2.6
2020-01-14,7.1,2.0,10.4,2031,0.0,0.7,4.0
2020-01-15,10.4,7.3,13.6,3208,0.0,1.01,3.9
2020-01-16,7.0,2.9,10.8,5476,0.0,0.75,2.3
2020-01-17,3.9,0.1,8.8,5262,0.1,0.61,2.6
2020-01-18,4.7,2.2,7.0,3671,0.1,0.7,2.9
2020-01-19,4.0,2.6,5.6,2430,0.0,0.71,1.9
2020-01-20,1.5,-1.1,4.5,3968,0.0,0.55,1.9
2020-01-21,1.7,-1.1,6.0,5931,0.0,0.55,2.3
2020-01-22,3.9,2.0,6.0,2253,0.0,0.68,2.1
2020-01-23,3.0,-0.5,7.1,2791,0.0,0.58,1.8
2020-01-24,-0.1,-2.8,3.4,5670,0.0,0.49,2.0
2020-01-25,0.5,-0.8,1.9,2373,0.1,0.56,1.9
2020-01-26,-0.2,-1.5,0.9,2415,0.0,0.53,1.9
2020-01-27,5.1,0.5,9.5,4187,3.9,0.63,2.9
2020-01-28,5.3,2.7,8.1,3564,5.0,0.72,4.5
2020-01-29,4.4,2.8,6.2,2764,1.9,0.72,4.4
2020-01-30,5.5,1.3,8.5,2651,1.7,0.66,4.1
2020-01-31,9.6,6.4,11.8,3415,0.0,0.94,4.6
2020-02-01,10.4,7.0,12.7,2695,9.2,0.98,4.5
2020-02-02,7.1,5.4,8.8,2745,3.3,0.86,3.9
2020-02-03,7.1,4.8,10.0,2968,2.4,0.84,3.7
2020-02-04,5.0,3.4,6.4,3023,2.0,0.75,4.1
2020-02-05,2.8,1.0,5.5,7462,0.0,0.64,3.0
2020-02-06,4.2,1.9,6.5,3078,0.3,0.68,2.3
2020-02-07,5.4,4.4,6.8,3016,0.0,0.8,1.9
2020-02-08,4.6,0.3,8.9,7621,0.0,0.62,2.3
2020-02-09,9.4,5.0,13.9,6692,7.8,0.87,5.2
2020-02-10,6.7,2.8,13.8,3627,6.3,0.76,7.0
2020-02-11,4.3,2.4,6.4,3252,0.1,0.7,6.6
2020-02-12,4.0,2.3,7.4,3696,0.0,0.7,5.6
2020-02-13,3.1,-0.1,5.6,5504,1.6,0.59,3.3
2020-02-14,3.5,1.0,5.9,3441,0.8,0.63,2.5
2020-02-15,5.7,1.2,10.8,7996,0.0,0.67,3.1
2020-02-16,11.8,7.0,16.5,3705,1.3,1.01,5.2
2020-02-17,9.3,5.6,11.7,4180,0.2,0.89,4.5
2020-02-18,6.6,4.1,8.6,4391,0.1,0.79,4.8
2020-02-19,5.0,3.6,7.4,4606,4.9,0.76,4.3
2020-02-20,4.7,0.5,7.5,4055,4.3,0.63,3.7
2020-02-21,5.8,3.9,8.0,5546,0.0,0.78,4.6
2020-02-22,8.1,5.1,12.3,4489,1.0,0.87,5.3
2020-02-23,6.5,2.9,8.1,4060,16.7,0.73,5.6
2020-02-24,5.0,2.7,7.7,4133,4.9,0.72,3.8
2020-02-25,7.2,2.6,10.3,6655,2.1,0.73,4.7
2020-02-26,2.0,0.5,4.0,4507,5.1,0.61,3.8
2020-02-27,3.3,1.4,6.3,5192,0.8,0.65,3.1
2020-02-28,3.3,0.3,8.6,6811,4.6,0.62,3.7
