Date,TempMean,TempMin,TempMax,Radiation,Precipitation,VapPressure,Windspeed
2020-01-01,1.9,-2.7,5.5,3113,0.0,0.5,1.8
2020-01-02,0.4,-4.4,6.6,4591,0.0,0.45,2.2
2020-01-03,5.2,0.9,7.7,1779,1.1,0.64,3.6
2020-01-04,4.2,1.0,5.4,1795,2.6,0.64,4.2
2020-01-05,1.1,-2.5,3.5,2846,0.0,0.5,2.1
2020-01-06,3.3,-0.1,5.3,1830,0.1,0.59,2.2
2020-01-07,1.6,-1.8,3.5,1849,0.3,0.52,2.6
2020-01-08,5.6,1.8,7.5,1870,3.2,0.68,2.9
2020-01-09,8.1,6.4,9.7,1891,7.8,0.93,2.7
2020-01-10,9.2,5.0,10.9,2333,1.3,0.85,3.4
2020-01-11,4.0,1.4,6.1,2032,0.0,0.66,2.7
2020-01-12,3.1,-0.6,6.7,4712,0.0,0.58,3.6
2020-01-13,4.9,0.8,7.3,2132,0.0,0.63,2.6
2020-01-14,6.0,0.4,11.2,2498,0.0,0.64,4.0
2020-01-15,6.8,3.6,10.8,4577,0.0,0.78,3.9
2020-01-16,6.1,1.0,10.5,5270,0.0,0.65,2.3
2020-01-17,3.8,-0.9,8.2,5531,0.0,0.57,2.6
2020-01-18,5.4,0.3,7.0,2236,0.1,0.61,2.9
2020-01-19,3.1,0.4,4.7,2473,0.0,0.61,1.9
2020-01-20,1.9,-2.4,5.8,4814,0.0,0.51,1.9
2020-01-21,0.0,-2.9,5.3,6067,0.0,0.49,2.3
2020-01-22,1.3,-1.1,2.9,2275,0.0,0.55,2.1
2020-01-23,1.8,-3.9,4.6,2313,0.0,0.46,1.8
2020-01-24,-1.1,-4.9,3.7,6360,0.0,0.42,2.0
2020-01-25,-0.7,-1.1,-0.4,2391,0.0,0.54,1.9
2020-01-26,0.1,-1.0,1.8,2432,0.2,0.54,1.9
2020-01-27,5.1,0.8,10.2,5238,0.5,0.65,2.9
2020-01-28,5.7,3.5,8.6,3468,8.7,0.76,4.5
2020-01-29,4.4,3.1,6.1,2902,1.4,0.73,4.4
2020-01-30,5.6,2.7,8.0,2608,2.7,0.73,4.1
2020-01-31,10.8,6.5,12.0,3928,0.0,0.95,4.6
2020-02-01,10.9,8.8,13.7,2761,7.5,1.09,4.5
2020-02-02,7.2,5.6,9.0,2751,5.8,0.87,3.9
2020-02-03,7.7,6.1,9.6,3461,6.3,0.91,3.7
2020-02-04,4.7,3.1,6.7,3763,2.1,0.73,4.1
2020-02-05,2.6,1.0,5.0,5361,0.0,0.63,3.0
2020-02-06,3.3,1.1,4.8,3082,0.8,0.64,2.3
2020-02-07,4.5,1.3,6.1,3012,0.0,0.65,1.9
2020-02-08,2.8,-2.4,8.7,8032,0.0,0.52,2.3
2020-02-09,8.3,2.5,13.5,6602,4.6,0.74,5.2
2020-02-10,7.9,3.4,13.9,3964,3.8,0.78,7.0
2020-02-11,4.5,1.7,6.4,3702,0.2,0.67,6.6
2020-02-12,4.2,2.5,5.9,4300,0.0,0.71,5.6
2020-02-13,3.7,0.0,6.1,5318,0.7,0.6,3.3
2020-02-14,4.3,0.3,7.1,3422,0.8,0.61,2.5
2020-02-15,5.1,0.0,10.9,7700,0.0,0.62,3.1
2020-02-16,12.0,6.0,17.1,3547,0.9,0.95,5.2
2020-02-17,9.9,7.2,16.2,3612,0.0,1.01,4.5
2020-02-18,6.8,3.5,9.2,4893,2.0,0.77,4.8
2020-02-19,5.2,4.0,7.4,4322,4.2,0.78,4.3
2020-02-20,5.0,-0.7,8.2,3956,5.9,0.58,3.7
2020-02-21,5.7,3.8,7.7,4470,0.0,0.78,4.6
2020-02-22,8.1,4.7,12.2,4396,4.2,0.84,5.3
2020-02-23,7.9,4.6,12.6,4016,13.2,0.84,5.6
2020-02-24,5.6,3.8,9.0,5004,5.2,0.78,3.8
2020-02-25,8.1,2.6,11.1,5627,3.3,0.73,4.7
2020-02-26,3.2,0.8,5.7,5402,7.4,0.63,3.8
2020-02-27,3.0,0.8,6.1,5171,3.5,0.63,3.1
2020-02-28,3.1,0.6,7.1,7251,3.6,0.63,3.7
2020-02-29,6.3,0.6,12.7,7597,2.5,0.65,4.1
2020-03-01,6.7,2.8,11.7,8357,2.3,0.74,4.1
2020-03-02,5.7,2.9,9.3,6494,0.0,0.74,2.6
2020-03-03,4.4,2.3,5.9,4674,1.2,0.69,2.7
2020-03-04,3.8,-1.2,8.6,9796,0.0,0.56,2.3
2020-03-05,5.2,-0.6,10.5,12556,1.8,0.59,2.6
2020-03-06,6.6,3.6,10.4,5076,2.4,0.78,3.9
2020-03-07,4.3,0.6,6.9,5069,0.2,0.62,3.1
2020-03-08,5.4,-0.1,10.0,7771,0.4,0.61,3.1
2020-03-09,6.7,4.1,10.5,5493,2.6,0.8,2.6
2020-03-10,6.3,1.7,11.2,5664,13.4,0.69,4.5
2020-03-11,10.2,8.4,13.0,7366,0.0,1.07,4.4
2020-03-12,10.1,2.5,14.8,8372,0.7,0.75,5.3
2020-03-13,6.8,1.9,9.6,7838,0.8,0.69,4.6
2020-03-14,2.6,-2.3,8.4,15141,0.0,0.53,1.9
2020-03-15,4.9,-2.7,11.4,14281,0.0,0.53,3.2
2020-03-16,7.9,1.9,16.8,14342,0.0,0.74,2.0
2020-03-17,7.1,-0.2,13.8,9476,0.1,0.63,2.0
2020-03-18,10.2,3.0,17.3,15795,0.0,0.79,2.4
2020-03-19,9.5,2.8,15.9,6813,0.0,0.78,1.5
2020-03-20,6.5,4.2,9.6,6028,1.5,0.8,2.3
2020-03-21,3.5,-2.6,6.9,11880,0.0,0.51,4.0
2020-03-22,0.2,-5.2,5.8,15948,0.0,0.42,3.8
2020-03-23,-0.7,-7.4,5.8,17593,0.0,0.37,3.1
2020-03-24,0.7,-7.5,7.8,17859,0.0,0.37,2.9
2020-03-25,2.7,-4.7,9.7,18025,0.0,0.46,3.3
2020-03-26,4.2,-5.0,11.6,15856,0.0,0.46,3.4
2020-03-27,7.5,-0.8,17.2,17945,0.0,0.63,2.9
2020-03-28,6.2,-1.1,15.0,18208,0.0,0.61,2.6
2020-03-29,2.2,-4.2,4.6,7905,0.6,0.45,4.0
2020-03-30,0.1,-6.3,5.3,13103,0.0,0.39,2.7
2020-03-31,0.8,-5.1,5.4,14485,0.0,0.43,2.1
2020-04-01,2.2,-5.2,9.5,19894,0.0,0.44,2.3
2020-04-02,4.9,-2.0,11.4,13041,0.0,0.55,2.9
2020-04-03,7.3,4.3,11.4,8989,0.0,0.82,3.0
2020-04-04,6.3,-0.4,12.5,13167,0.0,0.61,1.7
2020-04-05,8.6,-2.3,16.9,20637,0.0,0.59,2.9
2020-04-06,12.1,-0.3,21.7,20900,0.0,0.7,2.4
2020-04-07,13.4,3.7,21.2,21055,0.0,0.88,2.0
2020-04-08,13.0,3.5,23.2,21317,0.0,0.89,1.7
2020-04-09,10.4,1.0,19.1,19367,0.0,0.73,2.0
2020-04-10,9.2,1.9,16.5,19172,0.0,0.73,1.8
2020-04-11,7.9,-0.4,16.0,21988,0.0,0.64,1.5
2020-04-12,13.3,-1.5,23.3,22022,0.7,0.68,1.9
2020-04-13,8.3,3.1,16.2,11903,0.2,0.79,3.9
2020-04-14,5.6,0.0,10.6,20722,0.0,0.61,2.9
2020-04-15,8.5,3.7,15.3,18692,0.0,0.81,2.6
2020-04-16,11.3,1.2,20.5,23044,0.0,0.75,2.0
2020-04-17,9.8,1.9,17.8,22952,0.0,0.75,1.6
2020-04-18,10.6,0.5,18.6,23548,0.0,0.71,2.1
2020-04-19,9.4,0.4,15.0,22525,0.0,0.67,3.0
2020-04-20,8.6,-0.6,15.6,23931,0.0,0.64,4.1
2020-04-21,11.3,4.2,17.9,24179,0.0,0.86,4.6
2020-04-22,11.7,0.5,19.5,24308,0.0,0.71,3.6
2020-04-23,12.4,0.8,21.7,24551,0.0,0.75,1.9
2020-04-24,13.3,3.6,21.7,18543,0.0,0.86,2.8
2020-04-25,10.4,6.6,15.6,10360,0.0,0.98,2.5
2020-04-26,11.3,4.2,18.0,18625,0.0,0.87,1.5
2020-04-27,13.1,0.0,22.9,24917,0.0,0.73,1.8
2020-04-28,16.8,8.1,24.4,19296,0.0,1.16,2.1
2020-04-29,14.1,9.1,18.1,11362,6.3,1.15,2.5
2020-04-30,13.9,8.5,18.5,12755,0.1,1.12,2.9
2020-05-01,13.7,9.6,18.5,18010,0.0,1.18,3.1
2020-05-02,9.9,6.4,15.7,13141,1.9,0.96,3.0
2020-05-03,10.2,4.5,14.7,11758,0.0,0.84,2.0
2020-05-04,8.9,2.3,16.9,10731,1.8,0.77,2.1
2020-05-05,7.4,2.7,13.2,21872,0.2,0.75,2.5
2020-05-06,10.4,2.2,16.8,21959,0.0,0.76,2.4
2020-05-07,9.8,4.9,16.7,18252,0.0,0.89,2.0
2020-05-08,14.0,4.1,22.6,25313,0.0,0.91,1.6
2020-05-09,15.4,3.8,23.5,25032,0.0,0.91,1.5
2020-05-10,17.2,7.4,25.5,16009,2.3,1.14,2.1
2020-05-11,7.4,1.0,14.0,9785,15.4,0.68,3.7
2020-05-12,5.7,-0.8,11.7,20089,0.0,0.6,2.4
2020-05-13,9.4,0.5,14.8,19538,0.0,0.67,2.0
2020-05-14,9.8,2.6,14.8,18116,0.0,0.76,2.5
2020-05-15,9.7,0.6,16.3,26246,0.0,0.69,2.6
2020-05-16,11.3,6.1,17.2,21842,0.0,0.96,2.4
2020-05-17,12.4,6.8,18.7,20161,0.0,1.01,2.5
2020-05-18,15.4,6.5,22.3,25581,0.0,1.02,2.3
2020-05-19,15.0,8.3,20.5,18154,0.0,1.12,2.3
2020-05-20,15.3,6.7,21.9,20081,0.0,1.05,1.6
2020-05-21,14.0,2.8,21.2,28143,0.0,0.83,1.5
2020-05-22,15.9,4.7,23.0,14295,2.0,0.93,2.1
2020-05-23,16.0,10.9,19.5,10574,0.1,1.29,2.8
2020-05-24,12.4,8.5,17.1,17517,12.7,1.1,3.5
2020-05-25,11.6,8.9,13.9,12030,0.6,1.11,3.1
2020-05-26,13.8,6.2,20.2,26028,0.0,0.99,1.6
2020-05-27,15.4,4.8,22.8,23934,1.4,0.95,1.9
2020-05-28,14.2,6.8,19.4,17929,0.0,1.02,2.7
2020-05-29,13.7,5.6,19.9,21999,0.0,0.95,2.1
2020-05-30,12.5,6.9,18.3,23298,0.0,1.01,2.5
2020-05-31,14.7,7.3,23.4,18536,0.0,1.09,2.7
2020-06-01,16.6,6.4,24.1,30442,0.0,1.05,2.4
2020-06-02,17.2,8.0,26.0,25296,2.2,1.18,1.7
2020-06-03,17.4,7.8,25.6,26844,0.0,1.15,1.9
2020-06-04,16.5,7.6,24.6,17132,1.8,1.12,2.2
2020-06-05,14.5,12.4,18.0,14624,0.1,1.4,3.4
2020-06-06,14.0,9.0,20.1,15531,0.0,1.16,3.2
2020-06-07,13.5,9.0,17.8,11624,2.3,1.15,2.3
2020-06-08,15.8,10.0,20.9,18737,0.0,1.24,1.5
2020-06-09,16.6,9.2,21.5,10896,0.0,1.19,1.9
2020-06-10,17.8,13.0,23.4,19024,0.1,1.51,2.1
2020-06-11,18.2,13.9,24.0,13585,0.1,1.6,2.0
2020-06-12,19.8,12.4,27.8,16514,0.6,1.53,2.5
2020-06-13,21.9,15.7,33.0,19187,16.4,1.91,2.4
2020-06-14,20.1,12.8,24.5,13235,0.0,1.5,2.7
2020-06-15,19.3,10.8,25.3,28464,0.0,1.36,2.0
2020-06-16,20.3,10.9,26.8,28724,0.0,1.38,1.4
2020-06-17,21.3,12.2,28.1,19594,0.0,1.51,1.7
2020-06-18,19.8,16.7,25.3,11350,2.6,1.87,2.2
2020-06-19,17.1,15.8,18.5,10844,2.1,1.73,2.3
2020-06-20,17.9,15.4,22.1,11605,0.8,1.72,2.5
2020-06-21,18.4,14.6,23.9,16422,0.1,1.64,2.0
2020-06-22,19.6,11.5,27.2,27830,0.0,1.44,2.2
2020-06-23,18.6,10.2,25.4,29090,0.0,1.3,1.8
2020-06-24,18.6,8.4,24.2,20207,0.0,1.17,2.1
2020-06-25,22.4,15.3,27.6,23999,0.0,1.77,2.4
2020-06-26,21.6,12.9,28.5,20566,0.1,1.56,2.0
2020-06-27,23.1,13.0,31.6,25111,0.0,1.63,2.1
2020-06-28,22.6,17.0,29.1,19524,2.9,1.97,2.5
2020-06-29,18.7,13.2,23.7,15964,0.4,1.53,2.5
2020-06-30,19.6,11.8,25.8,26194,0.0,1.44,3.5
2020-07-01,21.9,16.6,29.4,20608,12.5,1.95,2.8
2020-07-02,20.7,16.2,27.1,21849,1.7,1.85,2.3
2020-07-03,18.9,13.4,24.0,22077,0.0,1.54,2.4
2020-07-04,21.1,12.9,27.2,23819,0.0,1.55,3.3
2020-07-05,23.5,19.2,27.8,15588,0.0,2.21,4.0
2020-07-06,18.9,12.6,23.8,22623,0.0,1.48,4.0
2020-07-07,16.5,11.9,21.5,18432,1.0,1.39,2.5
2020-07-08,13.9,11.1,16.7,11727,0.9,1.29,2.0
2020-07-09,17.6,10.2,23.2,11825,0.4,1.29,2.1
